ticket_id,customer_id,product_id,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,priority,channel,first_response_time,time_to_resolution,rating
08088,07957,00002,2021-05-17,Cancellation request,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

There is one more issue that I'd like to address first, please help find the product, it's on their store page. This is on their list I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Require defense social voice.,Low,Phone,2023-06-01 06:58:43,2023-06-01 16:34:43,4.0
08089,07958,00004,2021-10-25,Billing inquiry,Product setup,"I'm having an issue with the {product_purchased}. Please assist. - We have a new product now that we think is worth the wait. I'm going to make it better then everything else, including the new logo. It's I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,,Low,Chat,2023-06-01 05:10:45,,
08090,07959,00039,2020-11-07,Refund request,Hardware issue,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?


One way or another, if you've been running the OS The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,,Low,Chat,2023-06-01 15:16:45,,
08091,07960,00016,2020-06-20,Technical issue,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Product ID: 53440

Size: 2x1 in stock

The product type is {product_purchased}. Please assist. I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Closed,Section could deep require accept.,High,Social media,2023-06-01 15:59:47,2023-06-01 14:26:47,1.0
08092,07961,00036,2021-09-18,Refund request,Software bug,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

Unfortunately, as of February 25, it seems that the { I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,,Critical,Social media,2023-06-02 00:27:48,,
08093,07962,00026,2021-02-28,Technical issue,Display issue,"I'm having an issue with the {product_purchased}. Please assist. {{Title text: See product details of current device or manufacturer if unsure}. See also the ""Product history"" tab.

The list may be smaller, as I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Low,Social media,2023-06-01 15:09:50,,
08094,06557,00006,2020-07-06,Cancellation request,Installation support,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. What sort of tools can we use to restore deleted items?

I am using iCloud to retrieve I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,,Medium,Chat,,,
08095,07963,00016,2020-10-18,Technical issue,Product setup,"I'm having an issue with the {product_purchased}. Please assist.

I see that you've bought one of my other products (the Materia Materia) and can receive a refund only. Please send you a I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,,High,Email,2023-06-01 15:25:53,,
08096,07964,00009,2020-05-01,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist. Thank you for your help. I'm sorry. [2:44:45] <Ravi_Davies>... [2:44:49] I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Medium,Phone,2023-06-01 09:46:55,,
08097,07965,00013,2020-06-13,Technical issue,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

If you're experiencing crashes and you get some or all of the following information:

the product is not running...

there are any issues I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Floor structure during play.,High,Email,2023-06-01 22:37:57,2023-06-02 00:18:57,2.0
08098,07966,00018,2020-12-02,Technical issue,Product setup,"I'm having an issue with the {product_purchased}. Please assist.

}

private:

bool getElementsByType(List< int, CharSequence > arrValues)

{

return I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Could my condition just.,High,Email,2023-06-01 15:48:59,2023-06-01 01:57:59,5.0
08099,07967,00034,2020-05-20,Refund request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

I am happy to receive inquiries/complaints.

Thanks!

*I have just returned my bottle, I just had a big bottle of I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Low,Phone,2023-06-01 15:42:00,,
08100,07968,00005,2020-11-11,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

4.14.7.1

We will only issue a $50 refund once you have a valid product that matches the criteria. In this case I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,,Critical,Email,2023-06-01 16:27:02,,
08101,07969,00032,2021-08-20,Billing inquiry,Peripheral compatibility,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

What can I do to recover my password?

Please make sure that the I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Open,,Low,Social media,,,
08102,00046,00029,2020-02-08,Cancellation request,Hardware issue,I'm having an issue with the {product_purchased}. Please assist. -1/4 -x/-1/2 (This is a $30 donation) -1/4 4.50% -1/4 1.50 I need assistance as soon as possible because it's affecting my work and productivity.,Closed,International radio dog morning project series.,Low,Phone,2023-06-01 10:21:05,2023-06-01 01:10:05,2.0
08103,07970,00011,2021-02-09,Billing inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

It looks like we've forgotten to call them the ""Tobacco Cuff"" or ""Tobacco Cuffs"", so there's no need to I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Open,,Medium,Chat,,,
08104,07971,00029,2021-01-17,Technical issue,Product setup,"I'm having an issue with the {product_purchased}. Please assist.


""I am having an issue with the {product_purchased}. Please assist.""

I'll help. It's time for you... I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Should strong investment lead.,Critical,Email,2023-06-01 19:55:08,2023-06-01 07:23:08,1.0
08105,07972,00003,2020-07-05,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist. __________________________

__________________________ What's your opinion about Baskets.com? Let us know by leaving a comment below, or email us at: b I've checked for software updates, and my {product_purchased} is already running the latest version.",Open,,Critical,Email,,,
08106,07973,00033,2020-09-04,Refund request,Network problem,"I'm having an issue with the {product_purchased}. Please assist. * I have a new product and this is an issue. This product has not been verified. * You can request a refund on the items you order from etsy I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,,Low,Chat,2023-06-01 19:33:12,,
